2021-01-11T05:01:53-05:00	AnimatedTolerant	49737	2.296
2021-01-14T14:57:40-05:00	DeadPlowman	22444	0.557
2021-01-24T13:12:23-05:00	X-RatedPhoto	31240	6.865
2021-01-26T23:07:44-05:00	X-RatedPhoto	34643	9.862
2021-01-27T04:31:49-05:00	TrashyMidden	48264	0.873
2021-01-31T19:49:54-05:00	TranquilBreeze	45064	1.329
2021-02-13T02:43:58-05:00	X-RatedPhoto	41274	0.362
2021-02-18T01:43:33-05:00	NiceOttoman	38780	3.8369999999999997
2021-02-22T16:08:09-05:00	DeadPlowman	48102	4.608
2021-03-14T17:33:03-04:00	NaiveCarport	28359	6.641
2021-03-17T15:55:02-04:00	NiceOttoman	12220	3.154
2021-03-27T00:23:12-04:00	NaiveCarport	30060	3.346
2021-03-27T02:44:47-04:00	SubstantialWhelp	36018	3.166
2021-03-27T16:10:02-04:00	RomanticGiggle	31290	2.971
2021-03-28T07:12:57-04:00	DeadPlowman	32504	4.564
2021-03-30T22:37:24-04:00	ImpartialWorry	19516	3.584
2021-04-18T03:40:37-04:00	ImpartialWorry	12645	1.8439999999999999
2021-05-11T03:47:18-04:00	DeadPlowman	40236	6.95
2021-06-04T09:07:48-04:00	EquableBurlesque	26490	9.941
2021-06-05T02:16:58-04:00	DeadPlowman	11460	1.8319999999999999
2021-06-23T11:45:29-04:00	LushTent	39493	1.976
2021-06-24T11:21:42-04:00	DeadPlowman	22584	8.27
2021-06-25T05:33:56-04:00	TrashyMidden	20137	3.402
2021-07-02T22:21:45-04:00	ImpartialWorry	37397	8.453
2021-07-08T12:49:22-04:00	WiseClapboard	35791	9.103
2021-07-21T17:36:50-04:00	TranquilBreeze	37402	3.322
2021-07-27T03:48:23-04:00	TranquilBreeze	48298	7.213
2021-08-03T04:46:44-04:00	WiseClapboard	43417	0.031
2021-08-07T10:58:26-04:00	LushTent	27502	8.941
2021-08-18T16:31:43-04:00	TrashyMidden	24651	9.799
2021-08-23T17:45:34-04:00	TrashyMidden	35355	4.325
2021-09-02T03:26:59-04:00	AnimatedTolerant	10902	6.339
2021-09-24T18:58:21-04:00	RomanticGiggle	44995	3.379
2021-09-25T05:21:05-04:00	RomanticGiggle	11206	6.207
2021-10-09T09:19:50-04:00	DisillusionedLadder	43108	9.415
2021-10-11T11:58:16-04:00	SubstantialWhelp	26134	5.829
2021-10-24T04:01:33-04:00	TrashyMidden	49376	8.350999999999999
2021-11-02T10:29:48-04:00	WiseClapboard	14338	3.219
2021-11-03T15:39:04-04:00	SubstantialWhelp	37533	0.179
2021-11-10T14:42:54-05:00	LushTent	41584	8.185
2021-11-10T23:08:32-05:00	LushTent	10282	0.616
2021-11-13T11:30:55-05:00	DynamicCruelty	36271	6.326
2021-11-14T16:32:46-05:00	RomanticGiggle	15707	0.182
2021-11-15T23:45:10-05:00	TrashyMidden	15425	4.166
2021-11-23T22:56:54-05:00	AnimatedTolerant	25435	4.013
2021-11-24T03:52:47-05:00	NaiveCarport	10921	2.171
2021-11-25T13:42:52-05:00	EquableBurlesque	41620	7.408
2021-11-25T16:06:44-05:00	DisillusionedLadder	13296	0.78
2021-12-01T19:19:24-05:00	WiseClapboard	43031	1.534
2021-12-13T07:13:49-05:00	DeadPlowman	10843	9.772
2022-01-11T19:30:54-05:00	ImpartialWorry	33395	9.031
2022-01-28T23:30:29-05:00	NiceOttoman	29677	6.916
2022-02-05T21:40:41-05:00	NiceOttoman	48948	1.124
2022-02-15T02:16:08-05:00	EquableBurlesque	25008	9.932
2022-02-16T16:16:02-05:00	DynamicCruelty	24201	7.061
2022-03-13T07:54:18-04:00	TranquilBreeze	10309	9.518
2022-03-27T07:31:54-04:00	EquableBurlesque	49183	9.35
2022-03-30T23:48:19-04:00	NiceOttoman	29643	0.934
2022-04-30T20:24:21-04:00	RomanticGiggle	32169	7.666
2022-05-23T14:58:16-04:00	SubstantialWhelp	45983	9.646
2022-05-31T17:39:23-04:00	NaiveCarport	15906	9.591
2022-06-08T08:04:53-04:00	AnimatedTolerant	80359	2.408
2022-06-08T19:38:31-04:00	DeadPlowman	44421	1.097
2022-06-23T14:43:51-04:00	LushTent	17523	3.529
2022-06-28T18:35:17-04:00	DisillusionedLadder	15937	0.414
2022-07-10T04:22:55-04:00	SubstantialWhelp	24969	9.732
2022-07-10T08:50:04-04:00	EquableBurlesque	23332	3.026
2022-08-02T04:31:50-04:00	AnimatedTolerant	12934	2.205
